"","sta.nm","Vehicle.types","hh","day","dur.v.use.sta","rank"
"7769","남원휴게소(대구)","화물차","21시","목",2.75833333333333,553
"7770","남원휴게소(대구)","화물차","21시","토",0,446.5
"7771","남원휴게소(대구)","화물차","22시","수",0,301
"7772","남원휴게소(대구)","화물차","22시","목",3.65,583
"7773","남원휴게소(대구)","화물차","22시","토",0,446.5
"7774","남원휴게소(대구)","화물차","23시","수",0,301
"7775","남원휴게소(대구)","화물차","23시","목",0,220
"7776","남원휴게소(대구)","화물차","23시","토",0,446.5
"7777","단양휴게소(부산)","승용차","0시","수",0,169.5
"7778","단양휴게소(부산)","승용차","0시","목",4.22166666666667,446
"7779","단양휴게소(부산)","승용차","0시","토",7.24483333333333,560
"7780","단양휴게소(부산)","승용차","1시","수",8.84,1136
"7781","단양휴게소(부산)","승용차","1시","목",23.6266666666667,3756
"7782","단양휴게소(부산)","승용차","1시","토",16.355,2562
"7783","단양휴게소(부산)","승용차","2시","수",0,169.5
"7784","단양휴게소(부산)","승용차","2시","목",54.3633333333333,4310
"7785","단양휴게소(부산)","승용차","2시","토",27.5366666666667,4048
"7786","단양휴게소(부산)","승용차","3시","수",0,169.5
"7787","단양휴게소(부산)","승용차","3시","목",0,112
"7788","단양휴게소(부산)","승용차","3시","토",36.332,4205
"7789","단양휴게소(부산)","승용차","4시","수",0,169.5
"7790","단양휴게소(부산)","승용차","4시","목",7.40666666666667,759
"7791","단양휴게소(부산)","승용차","4시","토",65.3016666666667,4342
"7792","단양휴게소(부산)","승용차","5시","수",17.0566666666667,2853
"7793","단양휴게소(부산)","승용차","5시","목",68.6745,4360
"7794","단양휴게소(부산)","승용차","5시","토",22.7966666666667,3786
"7795","단양휴게소(부산)","승용차","6시","수",3.84,535
"7796","단양휴게소(부산)","승용차","6시","목",26.5983333333333,3953
"7797","단양휴게소(부산)","승용차","6시","토",19.3873333333333,3299
"7798","단양휴게소(부산)","승용차","7시","수",43.5511666666667,4270
"7799","단양휴게소(부산)","승용차","7시","목",29.401,4069
"7800","단양휴게소(부산)","승용차","7시","토",22.3861666666667,3744
"7801","단양휴게소(부산)","승용차","8시","수",16.607,2754
"7802","단양휴게소(부산)","승용차","8시","목",17.3563333333333,2883
"7803","단양휴게소(부산)","승용차","8시","토",24.533,3918
"7804","단양휴게소(부산)","승용차","9시","수",11.9033333333333,1689
"7805","단양휴게소(부산)","승용차","9시","목",28.2101666666667,4030
"7806","단양휴게소(부산)","승용차","9시","토",22.7445,3780
"7807","단양휴게소(부산)","승용차","10시","수",8.96566666666667,1158
"7808","단양휴게소(부산)","승용차","10시","목",22.2601666666667,3632
"7809","단양휴게소(부산)","승용차","10시","토",18.7411666666667,3163
"7810","단양휴게소(부산)","승용차","11시","수",21.3193333333333,3533
"7811","단양휴게소(부산)","승용차","11시","목",16.4231666666667,2678
"7812","단양휴게소(부산)","승용차","11시","토",15.688,2365
"7813","단양휴게소(부산)","승용차","12시","수",33.4035,4153
"7814","단양휴게소(부산)","승용차","12시","목",23.6215,3754
"7815","단양휴게소(부산)","승용차","12시","토",20.812,3554
"7816","단양휴게소(부산)","승용차","13시","수",31.4721666666667,4117
"7817","단양휴게소(부산)","승용차","13시","목",32.1946666666667,4127
"7818","단양휴게소(부산)","승용차","13시","토",31.2191666666667,4143
"7819","단양휴게소(부산)","승용차","14시","수",20.9613333333333,3485
"7820","단양휴게소(부산)","승용차","14시","목",19.6505,3311
"7821","단양휴게소(부산)","승용차","14시","토",23.3421666666667,3835
"7822","단양휴게소(부산)","승용차","15시","수",19.3888333333333,3278
"7823","단양휴게소(부산)","승용차","15시","목",20.9496666666667,3496
"7824","단양휴게소(부산)","승용차","15시","토",20.2286666666667,3456
"7825","단양휴게소(부산)","승용차","16시","수",19.9608333333333,3365
"7826","단양휴게소(부산)","승용차","16시","목",21.5521666666667,3564
"7827","단양휴게소(부산)","승용차","16시","토",18.4961666666667,3110
"7828","단양휴게소(부산)","승용차","17시","수",17.5886666666667,2953
"7829","단양휴게소(부산)","승용차","17시","목",16.1331666666667,2603
"7830","단양휴게소(부산)","승용차","17시","토",16.1201666666667,2487
"7831","단양휴게소(부산)","승용차","18시","수",11.7903333333333,1669
"7832","단양휴게소(부산)","승용차","18시","목",16.554,2699
"7833","단양휴게소(부산)","승용차","18시","토",14.6871666666667,2063
"7834","단양휴게소(부산)","승용차","19시","수",14.6163333333333,2297
"7835","단양휴게소(부산)","승용차","19시","목",17.8553333333333,2986
"7836","단양휴게소(부산)","승용차","19시","토",14.5356666666667,2017
"7837","단양휴게소(부산)","승용차","20시","수",14.3016666666667,2211
"7838","단양휴게소(부산)","승용차","20시","목",16.9176666666667,2784
"7839","단양휴게소(부산)","승용차","20시","토",14.4901666666667,2005
"7840","단양휴게소(부산)","승용차","21시","수",11.5166666666667,1618
"7841","단양휴게소(부산)","승용차","21시","목",12.1876666666667,1610
"7842","단양휴게소(부산)","승용차","21시","토",13.0483333333333,1600
"7843","단양휴게소(부산)","승용차","22시","수",18.1678333333333,3057
"7844","단양휴게소(부산)","승용차","22시","목",13.62,1962
"7845","단양휴게소(부산)","승용차","22시","토",12.798,1528
"7846","단양휴게소(부산)","승용차","23시","수",9.535,1250
"7847","단양휴게소(부산)","승용차","23시","목",8.91533333333333,970
"7848","단양휴게소(부산)","승용차","23시","토",10.6738333333333,1053
"7849","단양휴게소(부산)","버스","0시","수",0,808
"7850","단양휴게소(부산)","버스","0시","목",0,663.5
"7851","단양휴게소(부산)","버스","0시","토",0,739.5
"7852","단양휴게소(부산)","버스","1시","수",0,808
"7853","단양휴게소(부산)","버스","1시","목",20.2195,3160
"7854","단양휴게소(부산)","버스","1시","토",0,739.5
"7855","단양휴게소(부산)","버스","2시","수",0,808
"7856","단양휴게소(부산)","버스","2시","목",0.456166666666667,1386
"7857","단양휴게소(부산)","버스","2시","토",0,739.5
"7858","단양휴게소(부산)","버스","3시","수",0,808
"7859","단양휴게소(부산)","버스","3시","목",0,663.5
"7860","단양휴게소(부산)","버스","3시","토",0,739.5
"7861","단양휴게소(부산)","버스","4시","수",0,808
"7862","단양휴게소(부산)","버스","4시","목",0,663.5
"7863","단양휴게소(부산)","버스","4시","토",0,739.5
"7864","단양휴게소(부산)","버스","5시","수",3.78716666666667,1863
"7865","단양휴게소(부산)","버스","5시","목",67.8033333333333,4263
"7866","단양휴게소(부산)","버스","5시","토",0,739.5
"7867","단양휴게소(부산)","버스","6시","수",0,808
"7868","단양휴게소(부산)","버스","6시","목",0,663.5
"7869","단양휴게소(부산)","버스","6시","토",0,739.5
"7870","단양휴게소(부산)","버스","7시","수",15.358,2938
"7871","단양휴게소(부산)","버스","7시","목",0,663.5
"7872","단양휴게소(부산)","버스","7시","토",0,739.5
"7873","단양휴게소(부산)","버스","8시","수",0,808
"7874","단양휴게소(부산)","버스","8시","목",0,663.5
"7875","단양휴게소(부산)","버스","8시","토",0,739.5
"7876","단양휴게소(부산)","버스","9시","수",0,808
"7877","단양휴게소(부산)","버스","9시","목",164.98,4431
"7878","단양휴게소(부산)","버스","9시","토",19.7891666666667,3479
"7879","단양휴게소(부산)","버스","10시","수",0,808
"7880","단양휴게소(부산)","버스","10시","목",10.2158333333333,2186
"7881","단양휴게소(부산)","버스","10시","토",16.9811666666667,3253.5
"7882","단양휴게소(부산)","버스","11시","수",13.475,2745
"7883","단양휴게소(부산)","버스","11시","목",14.8033333333333,2725.5
"7884","단양휴게소(부산)","버스","11시","토",10.8633333333333,2450
"7885","단양휴게소(부산)","버스","12시","수",38.5666666666667,3998
"7886","단양휴게소(부산)","버스","12시","목",107.796666666667,4381
"7887","단양휴게소(부산)","버스","12시","토",52.8933333333333,4190
"7888","단양휴게소(부산)","버스","13시","수",0,808
"7889","단양휴게소(부산)","버스","13시","목",0,663.5
"7890","단양휴게소(부산)","버스","13시","토",60.09,4216
"7891","단양휴게소(부산)","버스","14시","수",0,808
"7892","단양휴게소(부산)","버스","14시","목",0,663.5
"7893","단양휴게소(부산)","버스","14시","토",0,739.5
"7894","단양휴게소(부산)","버스","15시","수",0,808
"7895","단양휴게소(부산)","버스","15시","목",17.7166666666667,2973
"7896","단양휴게소(부산)","버스","15시","토",0,739.5
"7897","단양휴게소(부산)","버스","16시","수",0,808
"7898","단양휴게소(부산)","버스","16시","목",11.6346666666667,2360
"7899","단양휴게소(부산)","버스","16시","토",13.3133333333333,2799.5
"7900","단양휴게소(부산)","버스","17시","수",0.726666666666667,1675
"7901","단양휴게소(부산)","버스","17시","목",10.2,2183
"7902","단양휴게소(부산)","버스","17시","토",24.61,3728
"7903","단양휴게소(부산)","버스","18시","수",19.97,3314
"7904","단양휴게소(부산)","버스","18시","목",0.133333333333333,1356
"7905","단양휴게소(부산)","버스","18시","토",20.9766666666667,3557
"7906","단양휴게소(부산)","버스","19시","수",0,808
"7907","단양휴게소(부산)","버스","19시","목",30.6811666666667,3662
"7908","단양휴게소(부산)","버스","19시","토",13.36,2809
"7909","단양휴게소(부산)","버스","20시","수",26.4933333333333,3658
"7910","단양휴게소(부산)","버스","20시","목",0,663.5
"7911","단양휴게소(부산)","버스","20시","토",14.175,2928
"7912","단양휴게소(부산)","버스","21시","수",10.63,2443
"7913","단양휴게소(부산)","버스","21시","목",0,663.5
"7914","단양휴게소(부산)","버스","21시","토",13.35,2808
"7915","단양휴게소(부산)","버스","22시","수",0,808
"7916","단양휴게소(부산)","버스","22시","목",0,663.5
"7917","단양휴게소(부산)","버스","22시","토",8.00333333333333,2046
"7918","단양휴게소(부산)","버스","23시","수",0,808
"7919","단양휴게소(부산)","버스","23시","목",0,663.5
"7920","단양휴게소(부산)","버스","23시","토",0,739.5
"7921","단양휴게소(부산)","화물차","0시","수",0,301
"7922","단양휴게소(부산)","화물차","0시","목",0,220
"7923","단양휴게소(부산)","화물차","0시","토",0,446.5
"7924","단양휴게소(부산)","화물차","1시","수",0,301
"7925","단양휴게소(부산)","화물차","1시","목",33.8366666666667,3199
"7926","단양휴게소(부산)","화물차","1시","토",0,446.5
"7927","단양휴게소(부산)","화물차","2시","수",0,301
"7928","단양휴게소(부산)","화물차","2시","목",27.4093333333333,2691
"7929","단양휴게소(부산)","화물차","2시","토",0,446.5
"7930","단양휴게소(부산)","화물차","3시","수",11.8966666666667,1314
"7931","단양휴게소(부산)","화물차","3시","목",0,220
"7932","단양휴게소(부산)","화물차","3시","토",0,446.5
"7933","단양휴게소(부산)","화물차","4시","수",0,301
"7934","단양휴게소(부산)","화물차","4시","목",0,220
"7935","단양휴게소(부산)","화물차","4시","토",0,446.5
"7936","단양휴게소(부산)","화물차","5시","수",0,301
"7937","단양휴게소(부산)","화물차","5시","목",0,220
"7938","단양휴게소(부산)","화물차","5시","토",0,446.5
"7939","단양휴게소(부산)","화물차","6시","수",0,301
"7940","단양휴게소(부산)","화물차","6시","목",223.406666666667,4458
"7941","단양휴게소(부산)","화물차","6시","토",35.62,3418
"7942","단양휴게소(부산)","화물차","7시","수",15.4216666666667,1638
"7943","단양휴게소(부산)","화물차","7시","목",44.2358333333333,3724
"7944","단양휴게소(부산)","화물차","7시","토",0,446.5
"7945","단양휴게소(부산)","화물차","8시","수",64.9045,4109
"7946","단양휴게소(부산)","화물차","8시","목",70.9625,4153
"7947","단양휴게소(부산)","화물차","8시","토",60.44,3977
"7948","단양휴게소(부산)","화물차","9시","수",49.3845,3852
"7949","단양휴게소(부산)","화물차","9시","목",29.775,2913
"7950","단양휴게소(부산)","화물차","9시","토",86.5133333333333,4214
"7951","단양휴게소(부산)","화물차","10시","수",0,301
"7952","단양휴게소(부산)","화물차","10시","목",76.0993333333333,4198
"7953","단양휴게소(부산)","화물차","10시","토",132.67,4359
"7954","단양휴게소(부산)","화물차","11시","수",75.6433333333333,4203
"7955","단양휴게소(부산)","화물차","11시","목",25.8888333333333,2553
"7956","단양휴게소(부산)","화물차","11시","토",30.6166666666667,3162
"7957","단양휴게소(부산)","화물차","12시","수",36.2233333333333,3377
"7958","단양휴게소(부산)","화물차","12시","목",99.6093333333333,4328
"7959","단양휴게소(부산)","화물차","12시","토",30.56,3159
"7960","단양휴게소(부산)","화물차","13시","수",88.4526666666667,4281
"7961","단양휴게소(부산)","화물차","13시","목",61.2048333333333,4054
"7962","단양휴게소(부산)","화물차","13시","토",194.8845,4404
"7963","단양휴게소(부산)","화물차","14시","수",0,301
"7964","단양휴게소(부산)","화물차","14시","목",52.8808333333333,3936
"7965","단양휴게소(부산)","화물차","14시","토",38.2306666666667,3521
"7966","단양휴게소(부산)","화물차","15시","수",0,301
"7967","단양휴게소(부산)","화물차","15시","목",66.1221666666667,4104
"7968","단양휴게소(부산)","화물차","15시","토",43.456,3697
"7969","단양휴게소(부산)","화물차","16시","수",92.3255,4298
"7970","단양휴게소(부산)","화물차","16시","목",126.17,4383
"7971","단양휴게소(부산)","화물차","16시","토",45.84,3761
"7972","단양휴게소(부산)","화물차","17시","수",66.6083333333333,4123
"7973","단양휴게소(부산)","화물차","17시","목",119.06,4374
"7974","단양휴게소(부산)","화물차","17시","토",48.1841666666667,3801
"7975","단양휴게소(부산)","화물차","18시","수",42.5766666666667,3666
"7976","단양휴게소(부산)","화물차","18시","목",30.7066666666667,2981
"7977","단양휴게소(부산)","화물차","18시","토",0,446.5
"7978","단양휴게소(부산)","화물차","19시","수",26.2533333333333,2659
"7979","단양휴게소(부산)","화물차","19시","목",0,220
"7980","단양휴게소(부산)","화물차","19시","토",0,446.5
"7981","단양휴게소(부산)","화물차","20시","수",40.21,3572
"7982","단양휴게소(부산)","화물차","20시","목",14.6983333333333,1387
"7983","단양휴게소(부산)","화물차","20시","토",0,446.5
"7984","단양휴게소(부산)","화물차","21시","수",21.9466666666667,2269
"7985","단양휴게소(부산)","화물차","21시","목",162.666666666667,4424
"7986","단양휴게소(부산)","화물차","21시","토",0,446.5
"7987","단양휴게소(부산)","화물차","22시","수",0,301
"7988","단양휴게소(부산)","화물차","22시","목",0,220
"7989","단양휴게소(부산)","화물차","22시","토",0,446.5
"7990","단양휴게소(부산)","화물차","23시","수",69.5511666666667,4155
"7991","단양휴게소(부산)","화물차","23시","목",0,220
"7992","단양휴게소(부산)","화물차","23시","토",0,446.5
"7993","단양휴게소(춘천)","승용차","0시","수",10.8826666666667,1506
"7994","단양휴게소(춘천)","승용차","0시","목",7.75333333333333,800
"7995","단양휴게소(춘천)","승용차","0시","토",8.23083333333333,680
"7996","단양휴게소(춘천)","승용차","1시","수",7.87116666666667,986
"7997","단양휴게소(춘천)","승용차","1시","목",15.49,2438
"7998","단양휴게소(춘천)","승용차","1시","토",9.6355,890
"7999","단양휴게소(춘천)","승용차","2시","수",11.425,1595
"8000","단양휴게소(춘천)","승용차","2시","목",0,112
"8001","단양휴게소(춘천)","승용차","2시","토",9.94566666666667,941
"8002","단양휴게소(춘천)","승용차","3시","수",53.7213333333333,4319
"8003","단양휴게소(춘천)","승용차","3시","목",12.4046666666667,1661
"8004","단양휴게소(춘천)","승용차","3시","토",21.604,3659
"8005","단양휴게소(춘천)","승용차","4시","수",23.9671666666667,3798
"8006","단양휴게소(춘천)","승용차","4시","목",81.5296666666667,4391
"8007","단양휴게소(춘천)","승용차","4시","토",6.77883333333333,508
"8008","단양휴게소(춘천)","승용차","5시","수",64.7933333333333,4361
"8009","단양휴게소(춘천)","승용차","5시","목",0,112
"8010","단양휴게소(춘천)","승용차","5시","토",8.7575,753
"8011","단양휴게소(춘천)","승용차","6시","수",12.7045,1865
"8012","단양휴게소(춘천)","승용차","6시","목",30.2583333333333,4082
"8013","단양휴게소(춘천)","승용차","6시","토",12.3633333333333,1427
"8014","단양휴게소(춘천)","승용차","7시","수",12.4388333333333,1804
"8015","단양휴게소(춘천)","승용차","7시","목",11.3426666666667,1417
"8016","단양휴게소(춘천)","승용차","7시","토",19.6458333333333,3350
"8017","단양휴게소(춘천)","승용차","8시","수",12.14,1723
"8018","단양휴게소(춘천)","승용차","8시","목",15.3415,2404
"8019","단양휴게소(춘천)","승용차","8시","토",19.2176666666667,3268
"8020","단양휴게소(춘천)","승용차","9시","수",18.3326666666667,3084
"8021","단양휴게소(춘천)","승용차","9시","목",17.092,2818
"8022","단양휴게소(춘천)","승용차","9시","토",18.6606666666667,3145
"8023","단양휴게소(춘천)","승용차","10시","수",15.9603333333333,2591
"8024","단양휴게소(춘천)","승용차","10시","목",20.1036666666667,3385
"8025","단양휴게소(춘천)","승용차","10시","토",18.3751666666667,3084
"8026","단양휴게소(춘천)","승용차","11시","수",12.7603333333333,1878
"8027","단양휴게소(춘천)","승용차","11시","목",17.978,3001
"8028","단양휴게소(춘천)","승용차","11시","토",19.5998333333333,3343
"8029","단양휴게소(춘천)","승용차","12시","수",24.3958333333333,3835
"8030","단양휴게소(춘천)","승용차","12시","목",23.82,3770
"8031","단양휴게소(춘천)","승용차","12시","토",20.1561666666667,3438
"8032","단양휴게소(춘천)","승용차","13시","수",23.9156666666667,3797
"8033","단양휴게소(춘천)","승용차","13시","목",26.1943333333333,3937
"8034","단양휴게소(춘천)","승용차","13시","토",23.2625,3823
"8035","단양휴게소(춘천)","승용차","14시","수",21.5285,3557
"8036","단양휴게소(춘천)","승용차","14시","목",21.4305,3547
"8037","단양휴게소(춘천)","승용차","14시","토",22.8451666666667,3791
"8038","단양휴게소(춘천)","승용차","15시","수",25.84,3930
"8039","단양휴게소(춘천)","승용차","15시","목",15.4423333333333,2432
"8040","단양휴게소(춘천)","승용차","15시","토",20.754,3548
"8041","단양휴게소(춘천)","승용차","16시","수",21.4538333333333,3545
"8042","단양휴게소(춘천)","승용차","16시","목",13.4406666666667,1915
"8043","단양휴게소(춘천)","승용차","16시","토",19.585,3340
"8044","단양휴게소(춘천)","승용차","17시","수",21.695,3582
"8045","단양휴게소(춘천)","승용차","17시","목",15.796,2521
"8046","단양휴게소(춘천)","승용차","17시","토",16.7995,2677
"8047","단양휴게소(춘천)","승용차","18시","수",14.5596666666667,2269
"8048","단양휴게소(춘천)","승용차","18시","목",15.9141666666667,2546.5
"8049","단양휴게소(춘천)","승용차","18시","토",15.9425,2433
"8050","단양휴게소(춘천)","승용차","19시","수",12.7055,1866
"8051","단양휴게소(춘천)","승용차","19시","목",24.7863333333333,3855
"8052","단양휴게소(춘천)","승용차","19시","토",18.852,3187
"8053","단양휴게소(춘천)","승용차","20시","수",22.6103333333333,3667
"8054","단양휴게소(춘천)","승용차","20시","목",19.3158333333333,3255
"8055","단양휴게소(춘천)","승용차","20시","토",19.8986666666667,3398
"8056","단양휴게소(춘천)","승용차","21시","수",12.3188333333333,1770
"8057","단양휴게소(춘천)","승용차","21시","목",18.2106666666667,3043
"8058","단양휴게소(춘천)","승용차","21시","토",15.56,2323
"8059","단양휴게소(춘천)","승용차","22시","수",7.5345,950
"8060","단양휴게소(춘천)","승용차","22시","목",13.2093333333333,1861
"8061","단양휴게소(춘천)","승용차","22시","토",10.2778333333333,981
"8062","단양휴게소(춘천)","승용차","23시","수",8.02116666666667,1008
"8063","단양휴게소(춘천)","승용차","23시","목",12.8371666666667,1760
"8064","단양휴게소(춘천)","승용차","23시","토",11.6908333333333,1270
"8065","단양휴게소(춘천)","버스","0시","수",0,808
"8066","단양휴게소(춘천)","버스","0시","목",0,663.5
"8067","단양휴게소(춘천)","버스","0시","토",0,739.5
"8068","단양휴게소(춘천)","버스","1시","수",0,808
"8069","단양휴게소(춘천)","버스","1시","목",0,663.5
"8070","단양휴게소(춘천)","버스","1시","토",0,739.5
"8071","단양휴게소(춘천)","버스","2시","수",0,808
"8072","단양휴게소(춘천)","버스","2시","목",0,663.5
"8073","단양휴게소(춘천)","버스","2시","토",0,739.5
"8074","단양휴게소(춘천)","버스","3시","수",0,808
"8075","단양휴게소(춘천)","버스","3시","목",9.582,2108
"8076","단양휴게소(춘천)","버스","3시","토",0,739.5
"8077","단양휴게소(춘천)","버스","4시","수",0,808
"8078","단양휴게소(춘천)","버스","4시","목",0,663.5
"8079","단양휴게소(춘천)","버스","4시","토",0,739.5
"8080","단양휴게소(춘천)","버스","5시","수",0,808
"8081","단양휴게소(춘천)","버스","5시","목",0,663.5
"8082","단양휴게소(춘천)","버스","5시","토",0,739.5
"8083","단양휴게소(춘천)","버스","6시","수",2.07333333333333,1747
"8084","단양휴게소(춘천)","버스","6시","목",5.18466666666667,1685
"8085","단양휴게소(춘천)","버스","6시","토",0,739.5
"8086","단양휴게소(춘천)","버스","7시","수",0,808
"8087","단양휴게소(춘천)","버스","7시","목",0,663.5
"8088","단양휴게소(춘천)","버스","7시","토",21.25,3569
"8089","단양휴게소(춘천)","버스","8시","수",1.36333333333333,1714
"8090","단양휴게소(춘천)","버스","8시","목",10.1866666666667,2180.5
"8091","단양휴게소(춘천)","버스","8시","토",22.9155,3657
"8092","단양휴게소(춘천)","버스","9시","수",10.1033333333333,2380.5
"8093","단양휴게소(춘천)","버스","9시","목",17.5383333333333,2955
"8094","단양휴게소(춘천)","버스","9시","토",10.4716666666667,2395
"8095","단양휴게소(춘천)","버스","10시","수",11.6266666666667,2548
"8096","단양휴게소(춘천)","버스","10시","목",16.5933333333333,2884
"8097","단양휴게소(춘천)","버스","10시","토",20.4378333333333,3522
"8098","단양휴게소(춘천)","버스","11시","수",127.87,4396
"8099","단양휴게소(춘천)","버스","11시","목",10.9,2266
"8100","단양휴게소(춘천)","버스","11시","토",14.5733333333333,2978
"8101","단양휴게소(춘천)","버스","12시","수",13.4716666666667,2744
"8102","단양휴게소(춘천)","버스","12시","목",0,663.5
"8103","단양휴게소(춘천)","버스","12시","토",9.2,2201
"8104","단양휴게소(춘천)","버스","13시","수",31.9533333333333,3831
"8105","단양휴게소(춘천)","버스","13시","목",22.3678333333333,3307
"8106","단양휴게소(춘천)","버스","13시","토",13.57,2840.5
"8107","단양휴게소(춘천)","버스","14시","수",18.3366666666667,3205
"8108","단양휴게소(춘천)","버스","14시","목",0,663.5
"8109","단양휴게소(춘천)","버스","14시","토",10.28,2360.5
"8110","단양휴게소(춘천)","버스","15시","수",22.5883333333333,3477
"8111","단양휴게소(춘천)","버스","15시","목",0,663.5
"8112","단양휴게소(춘천)","버스","15시","토",9.47666666666667,2232.5
"8113","단양휴게소(춘천)","버스","16시","수",11.3216666666667,2516
"8114","단양휴게소(춘천)","버스","16시","목",14.6566666666667,2706
"8115","단양휴게소(춘천)","버스","16시","토",0,739.5
"8116","단양휴게소(춘천)","버스","17시","수",0,808
"8117","단양휴게소(춘천)","버스","17시","목",51.1666666666667,4114
"8118","단양휴게소(춘천)","버스","17시","토",27.62,3827
"8119","단양휴게소(춘천)","버스","18시","수",9.865,2360
"8120","단양휴게소(춘천)","버스","18시","목",6.28333333333333,1774
"8121","단양휴게소(춘천)","버스","18시","토",18.3633333333333,3382
"8122","단양휴게소(춘천)","버스","19시","수",5.58,1990.5
"8123","단양휴게소(춘천)","버스","19시","목",17.5533333333333,2956
"8124","단양휴게소(춘천)","버스","19시","토",13.0933333333333,2763
"8125","단양휴게소(춘천)","버스","20시","수",34.5666666666667,3905
"8126","단양휴게소(춘천)","버스","20시","목",56.5166666666667,4175
"8127","단양휴게소(춘천)","버스","20시","토",10.1133333333333,2337
"8128","단양휴게소(춘천)","버스","21시","수",0,808
"8129","단양휴게소(춘천)","버스","21시","목",12.3233333333333,2446
"8130","단양휴게소(춘천)","버스","21시","토",13.4733333333333,2823
"8131","단양휴게소(춘천)","버스","22시","수",0,808
"8132","단양휴게소(춘천)","버스","22시","목",0,663.5
"8133","단양휴게소(춘천)","버스","22시","토",21.8138333333333,3597
"8134","단양휴게소(춘천)","버스","23시","수",0,808
"8135","단양휴게소(춘천)","버스","23시","목",0,663.5
"8136","단양휴게소(춘천)","버스","23시","토",0,739.5
"8137","단양휴게소(춘천)","화물차","0시","수",21.7433333333333,2248
"8138","단양휴게소(춘천)","화물차","0시","목",0,220
"8139","단양휴게소(춘천)","화물차","0시","토",0,446.5
"8140","단양휴게소(춘천)","화물차","1시","수",0,301
"8141","단양휴게소(춘천)","화물차","1시","목",5.36333333333333,681
"8142","단양휴게소(춘천)","화물차","1시","토",0,446.5
"8143","단양휴게소(춘천)","화물차","2시","수",11.5366666666667,1278
"8144","단양휴게소(춘천)","화물차","2시","목",0,220
"8145","단양휴게소(춘천)","화물차","2시","토",6.04083333333333,1269
"8146","단양휴게소(춘천)","화물차","3시","수",0,301
"8147","단양휴게소(춘천)","화물차","3시","목",221.256666666667,4457
"8148","단양휴게소(춘천)","화물차","3시","토",0,446.5
"8149","단양휴게소(춘천)","화물차","4시","수",0,301
"8150","단양휴게소(춘천)","화물차","4시","목",2.53333333333333,542
"8151","단양휴게소(춘천)","화물차","4시","토",3.50333333333333,1089
"8152","단양휴게소(춘천)","화물차","5시","수",0,301
"8153","단양휴게소(춘천)","화물차","5시","목",8.48333333333333,876
"8154","단양휴게소(춘천)","화물차","5시","토",14.775,1969
"8155","단양휴게소(춘천)","화물차","6시","수",0,301
"8156","단양휴게소(춘천)","화물차","6시","목",20.3183333333333,1961
"8157","단양휴게소(춘천)","화물차","6시","토",224.783333333333,4414
"8158","단양휴게소(춘천)","화물차","7시","수",4.15333333333333,770
"8159","단양휴게소(춘천)","화물차","7시","목",74.3475,4187
"8160","단양휴게소(춘천)","화물차","7시","토",12.98,1812
"8161","단양휴게소(춘천)","화물차","8시","수",4.24,772
"8162","단양휴게소(춘천)","화물차","8시","목",16.87,1607
"8163","단양휴게소(춘천)","화물차","8시","토",3.81333333333333,1108
"8164","단양휴게소(춘천)","화물차","9시","수",49.42,3855
"8165","단양휴게소(춘천)","화물차","9시","목",29.1846666666667,2868
"8166","단양휴게소(춘천)","화물차","9시","토",0,446.5
"8167","단양휴게소(춘천)","화물차","10시","수",147.648,4413
"8168","단양휴게소(춘천)","화물차","10시","목",40.1341666666667,3571
"8169","단양휴게소(춘천)","화물차","10시","토",5.16883333333333,1208
"8170","단양휴게소(춘천)","화물차","11시","수",0,301
"8171","단양휴게소(춘천)","화물차","11시","목",20.7226666666667,2004
"8172","단양휴게소(춘천)","화물차","11시","토",71.385,4092
"8173","단양휴게소(춘천)","화물차","12시","수",45.8086666666667,3759
"8174","단양휴게소(춘천)","화물차","12시","목",27.9626666666667,2756
"8175","단양휴게소(춘천)","화물차","12시","토",16.2066666666667,2082
"8176","단양휴게소(춘천)","화물차","13시","수",39.2633333333333,3535
"8177","단양휴게소(춘천)","화물차","13시","목",71.0166666666667,4154
"8178","단양휴게소(춘천)","화물차","13시","토",0,446.5
"8179","단양휴게소(춘천)","화물차","14시","수",21.7108333333333,2243
"8180","단양휴게소(춘천)","화물차","14시","목",0,220
"8181","단양휴게소(춘천)","화물차","14시","토",0,446.5
"8182","단양휴게소(춘천)","화물차","15시","수",3.0745,709
"8183","단양휴게소(춘천)","화물차","15시","목",22.8166666666667,2240
"8184","단양휴게소(춘천)","화물차","15시","토",0,446.5
"8185","단양휴게소(춘천)","화물차","16시","수",10.48,1187
"8186","단양휴게소(춘천)","화물차","16시","목",40.6193333333333,3593
"8187","단양휴게소(춘천)","화물차","16시","토",33.95,3345
"8188","단양휴게소(춘천)","화물차","17시","수",0,301
"8189","단양휴게소(춘천)","화물차","17시","목",31.82,3071
"8190","단양휴게소(춘천)","화물차","17시","토",0,446.5
"8191","단양휴게소(춘천)","화물차","18시","수",95.1033333333333,4314
"8192","단양휴게소(춘천)","화물차","18시","목",40.79,3603
"8193","단양휴게소(춘천)","화물차","18시","토",0,446.5
"8194","단양휴게소(춘천)","화물차","19시","수",21.6578333333333,2233
"8195","단양휴게소(춘천)","화물차","19시","목",62.512,4067
"8196","단양휴게소(춘천)","화물차","19시","토",0,446.5
"8197","단양휴게소(춘천)","화물차","20시","수",44.0233333333333,3708
"8198","단양휴게소(춘천)","화물차","20시","목",20.7121666666667,2002
