휴게소명    ,차종,시간대,DSRC전체교통량,DSRC휴게소교통량,휴게소이용비율,링크통행량,휴게소통행량,평균체류시간
죽전휴게소,3,11,119,11,9,387.48,36,747.49
죽전휴게소,3,12,138,13,9,341.61,32,1741.02
죽전휴게소,3,13,124,5,4,315.21,13,1329.28
죽전휴게소,3,14,111,4,4,294.16,11,3720.85
죽전휴게소,3,15,96,8,8,257.38,21,2419.92
죽전휴게소,3,16,82,5,6,208.08,13,2529.64
죽전휴게소,3,17,56,8,14,163.02,23,2718.45
죽전휴게소,3,18,39,2,5,123.4,6,5781.4
죽전휴게소,3,19,56,2,4,147.57,5,1675.4
죽전휴게소,3,20,53,2,4,159.95,6,2332.2
죽전휴게소,3,21,88,3,3,246.19,8,1813.47
죽전휴게소,3,22,98,4,4,282.64,12,3134.2
죽전휴게소,3,23,50,3,6,239.82,14,577.2
죽전휴게소,3,24,61,3,5,355.57,17,696.13
기흥휴게소(부산),1,1,575,49,9,1268.21,108,628.74
기흥휴게소(부산),1,2,331,33,10,849.77,85,773.42
기흥휴게소(부산),1,3,226,22,10,575.44,56,929.34
기흥휴게소(부산),1,4,208,13,6,499.09,31,571.62
기흥휴게소(부산),1,5,388,31,8,900.04,72,931.45
기흥휴게소(부산),1,6,1659,118,7,3381.69,241,643.65
기흥휴게소(부산),1,7,3006,169,6,6147.35,346,1125.76
기흥휴게소(부산),1,8,3055,236,8,6486.21,501,957.38
기흥휴게소(부산),1,9,3179,259,8,6286.68,512,1000.45
기흥휴게소(부산),1,10,2869,247,9,5812.98,500,1178.81
기흥휴게소(부산),1,11,2716,231,9,5451.56,464,1102.77
기흥휴게소(부산),1,12,2155,232,11,4794.02,516,1443.06
기흥휴게소(부산),1,13,2364,322,14,5056.32,689,1537.01
기흥휴게소(부산),1,14,2197,263,12,4857.88,582,1276.39
기흥휴게소(부산),1,15,2291,300,13,4953.48,649,1353.82
기흥휴게소(부산),1,16,2257,243,11,4920.11,530,1136.19
기흥휴게소(부산),1,17,2127,172,8,4589.15,371,1173.42
기흥휴게소(부산),1,18,2176,174,8,4586.97,367,817.77
기흥휴게소(부산),1,19,2111,169,8,4234.89,339,1016.22
기흥휴게소(부산),1,20,2033,233,11,4277.34,490,898.04
기흥휴게소(부산),1,21,1836,182,10,3769.79,374,782.71
기흥휴게소(부산),1,22,1590,132,8,3245.93,269,625.3
기흥휴게소(부산),1,23,1409,122,9,3385.04,293,669.8
기흥휴게소(부산),1,24,972,69,7,1840.27,131,376.19
기흥휴게소(부산),2,1,51,0,0,101.15,0,0
기흥휴게소(부산),2,2,31,0,0,48.46,0,0
기흥휴게소(부산),2,3,28,2,7,46,3,865.1
기흥휴게소(부산),2,4,41,1,2,60.05,1,785.4
기흥휴게소(부산),2,5,67,0,0,108.46,0,0
기흥휴게소(부산),2,6,104,0,0,191.13,0,0
기흥휴게소(부산),2,7,163,5,3,458.25,14,849.6
기흥휴게소(부산),2,8,307,3,1,854.83,8,2895.13
기흥휴게소(부산),2,9,272,22,8,686.54,56,664.05
기흥휴게소(부산),2,10,278,45,16,638.5,103,241.01
기흥휴게소(부산),2,11,215,55,26,500.41,128,575.58
기흥휴게소(부산),2,12,180,15,8,432.46,36,1079.47
기흥휴게소(부산),2,13,235,36,15,504.17,77,789.77
기흥휴게소(부산),2,14,182,21,12,442.38,51,1381.83
기흥휴게소(부산),2,15,242,16,7,546.64,36,2989.19
기흥휴게소(부산),2,16,244,10,4,685.56,28,2411.92
기흥휴게소(부산),2,17,237,23,10,586.75,57,1183.48
기흥휴게소(부산),2,18,236,11,5,563.55,26,805.13
기흥휴게소(부산),2,19,180,6,3,446.62,15,3313.7
기흥휴게소(부산),2,20,232,18,8,533.03,41,1835.47
기흥휴게소(부산),2,21,166,7,4,420.78,18,2116.54
기흥휴게소(부산),2,22,134,4,3,329.49,10,1088.4
기흥휴게소(부산),2,23,99,0,0,263.01,0,0
기흥휴게소(부산),2,24,65,0,0,85.99,0,0
기흥휴게소(부산),3,1,146,6,4,249.91,10,5129.53
기흥휴게소(부산),3,2,111,8,7,251.91,18,3871.6
기흥휴게소(부산),3,3,117,4,3,236.07,8,4420.9
기흥휴게소(부산),3,4,114,8,7,217.84,15,3194.17
기흥휴게소(부산),3,5,168,9,5,307.07,16,1257.91
기흥휴게소(부산),3,6,183,12,7,411.78,27,1218.42
기흥휴게소(부산),3,7,245,14,6,550.18,31,3798.51
기흥휴게소(부산),3,8,158,16,10,376.89,38,3052.64
기흥휴게소(부산),3,9,143,10,7,348.57,24,2317.38
기흥휴게소(부산),3,10,197,11,6,438.31,24,1581.11
기흥휴게소(부산),3,11,244,10,4,497.67,20,2601.78
기흥휴게소(부산),3,12,189,20,11,433.26,46,2811.72
기흥휴게소(부산),3,13,249,24,10,515.77,50,1788.26
기흥휴게소(부산),3,14,200,12,6,448.1,27,1658.72
기흥휴게소(부산),3,15,201,12,6,407.25,24,1661.45
기흥휴게소(부산),3,16,170,10,6,388.94,23,2569.54
기흥휴게소(부산),3,17,150,6,4,294.7,12,1214.13
기흥휴게소(부산),3,18,116,4,3,243.54,8,3161
기흥휴게소(부산),3,19,87,6,7,182.76,13,1211.83
기흥휴게소(부산),3,20,96,9,9,216.76,20,1804.96
기흥휴게소(부산),3,21,127,8,6,260.81,16,2299.18
기흥휴게소(부산),3,22,175,9,5,475.86,24,1343.16
기흥휴게소(부산),3,23,164,5,3,396.54,12,1507.6
기흥휴게소(부산),3,24,131,6,5,141.36,6,782.67
안성휴게소(서울),1,1,781,57,7,642.05,47,726.46
안성휴게소(서울),1,2,330,28,8,577,49,812.07
안성휴게소(서울),1,3,190,23,12,383.93,46,1205.48
안성휴게소(서울),1,4,146,13,9,300.24,27,1446.71
안성휴게소(서울),1,5,160,18,11,334.82,38,613.01
안성휴게소(서울),1,6,394,27,7,952.72,65,859.81
안성휴게소(서울),1,7,1109,93,8,2414.61,202,727.97
안성휴게소(서울),1,8,1448,137,9,2937.86,278,828.19
안성휴게소(서울),1,9,1782,165,9,3524.04,326,795.81
안성휴게소(서울),1,10,1717,187,11,3425.66,373,965.87
안성휴게소(서울),1,11,1776,202,11,3524.43,401,1084.99
안성휴게소(서울),1,12,1817,274,15,3928.6,592,1622.79
안성휴게소(서울),1,13,1974,299,15,3928.13,595,1657.21
안성휴게소(서울),1,14,2113,254,12,4316.95,519,1339.28
안성휴게소(서울),1,15,2588,342,13,5161.62,682,1245.14
안성휴게소(서울),1,16,2765,331,12,5629.05,674,1081.49
안성휴게소(서울),1,17,2802,241,9,5815.14,500,1137.43
안성휴게소(서울),1,18,3144,285,9,6613.9,600,1223.98
안성휴게소(서울),1,19,2429,229,9,4850.84,457,1408.87
안성휴게소(서울),1,20,1793,199,11,3515.74,390,1088.32
안성휴게소(서울),1,21,2033,171,8,3858.31,325,1038.92
안성휴게소(서울),1,22,1758,139,8,3327.04,263,742.18
안성휴게소(서울),1,23,1380,105,8,2990.64,228,809.9
안성휴게소(서울),1,24,984,53,5,1857.69,100,583.97
안성휴게소(서울),2,1,50,1,2,26.3,1,159.8
안성휴게소(서울),2,2,41,6,15,46.63,7,5506
안성휴게소(서울),2,3,31,1,3,39.07,1,6414.8
안성휴게소(서울),2,4,49,2,4,73.05,3,901.8
안성휴게소(서울),2,5,65,9,14,88.16,12,765.31
안성휴게소(서울),2,6,73,3,4,142.17,6,552.8
안성휴게소(서울),2,7,124,4,3,252.08,8,879.1
안성휴게소(서울),2,8,119,4,3,289.52,10,2295.95
안성휴게소(서울),2,9,131,8,6,318.05,19,1546.4
안성휴게소(서울),2,10,211,7,3,524.08,17,1036.26
안성휴게소(서울),2,11,215,13,6,483.6,29,2702.23
안성휴게소(서울),2,12,183,15,8,440.65,36,2526.65
안성휴게소(서울),2,13,214,7,3,480.89,16,2702.14
안성휴게소(서울),2,14,156,0,0,352.14,0,0
안성휴게소(서울),2,15,198,6,3,471.11,14,1900.43
안성휴게소(서울),2,16,162,1,1,417.19,3,13814.6
안성휴게소(서울),2,17,140,2,1,358.6,5,931.1
안성휴게소(서울),2,18,196,7,4,501.24,18,1731.51
안성휴게소(서울),2,19,189,2,1,519.21,5,491.8
안성휴게소(서울),2,20,167,2,1,424.39,5,1303.9
안성휴게소(서울),2,21,149,3,2,370.67,7,1476.13
안성휴게소(서울),2,22,124,2,2,291.01,5,289.6
안성휴게소(서울),2,23,84,3,4,236,8,534.07
안성휴게소(서울),2,24,54,1,2,108.04,2,570.8
안성휴게소(서울),3,1,188,10,5,82.37,4,1655.02
안성휴게소(서울),3,2,152,18,12,159.46,19,598.22
안성휴게소(서울),3,3,145,13,9,216.54,19,4168
안성휴게소(서울),3,4,232,17,7,307.42,23,1748.49
안성휴게소(서울),3,5,290,24,8,433.52,36,1742.52
안성휴게소(서울),3,6,330,28,8,515.82,44,1161.23
안성휴게소(서울),3,7,408,35,9,600.72,52,1365.58
안성휴게소(서울),3,8,225,15,7,383.65,26,1532.71
안성휴게소(서울),3,9,168,12,7,316.81,23,1061.72
안성휴게소(서울),3,10,214,13,6,488.39,30,829.57
안성휴게소(서울),3,11,225,8,4,505.7,18,1870.87
안성휴게소(서울),3,12,216,19,9,504.47,44,1748.51
안성휴게소(서울),3,13,221,19,9,471.96,41,2314.96
안성휴게소(서울),3,14,155,9,6,376.14,22,1692.53
안성휴게소(서울),3,15,158,9,6,357.06,20,2018.02
안성휴게소(서울),3,16,125,7,6,302.85,17,1941.66
안성휴게소(서울),3,17,81,3,4,247.65,9,122.07
안성휴게소(서울),3,18,94,3,3,227.81,7,1408.07
안성휴게소(서울),3,19,73,2,3,217.04,6,865
안성휴게소(서울),3,20,102,14,14,259.67,36,2168.27
안성휴게소(서울),3,21,107,5,5,271.27,13,2191.36
안성휴게소(서울),3,22,125,6,5,298.48,14,1148.7
안성휴게소(서울),3,23,158,10,6,375.31,24,1240.44
안성휴게소(서울),3,24,145,11,8,301.99,23,291.96
안성휴게소(부산),1,1,325,16,5,598.71,29,987.26
안성휴게소(부산),1,2,181,8,4,508.59,22,2494.25
안성휴게소(부산),1,3,131,9,7,340.23,23,1350.64
안성휴게소(부산),1,4,125,5,4,355.17,14,1080.28
안성휴게소(부산),1,5,207,9,4,587.12,26,1198.38
안성휴게소(부산),1,6,570,22,4,1458,56,1943.92
안성휴게소(부산),1,7,1406,71,5,3793.24,192,1592.93
안성휴게소(부산),1,8,1943,117,6,5581.77,336,1337.68
안성휴게소(부산),1,9,2246,113,5,6459.98,325,1530.87
안성휴게소(부산),1,10,2152,114,5,6059.98,321,1739.13
안성휴게소(부산),1,11,1914,84,4,5642.06,248,1516.9
안성휴게소(부산),1,12,2122,89,4,6194.93,260,2364.57
안성휴게소(부산),1,13,1490,58,4,5483.9,213,4552.66
안성휴게소(부산),1,14,1628,61,4,5258.48,197,4487.9
안성휴게소(부산),1,15,1465,52,4,4657.41,165,2224.09
안성휴게소(부산),1,16,1578,66,4,4699.4,197,1757.22
안성휴게소(부산),1,17,1470,62,4,4688.15,198,1530.55
안성휴게소(부산),1,18,1707,97,6,5436.07,309,1371.26
안성휴게소(부산),1,19,1403,74,5,4728.81,249,1611.35
안성휴게소(부산),1,20,1059,39,4,3513.96,129,1550.36
안성휴게소(부산),1,21,1020,39,4,3221.92,123,1399.25
안성휴게소(부산),1,22,835,23,3,2312.7,64,1275.55
안성휴게소(부산),1,23,694,15,2,2349.8,51,703.4
안성휴게소(부산),1,24,497,20,4,1281.67,52,721.52
안성휴게소(부산),2,1,42,1,2,74.95,2,1319.8
안성휴게소(부산),2,2,24,0,0,52.8,0,0
안성휴게소(부산),2,3,12,0,0,43.25,0,0
안성휴게소(부산),2,4,16,2,13,43.7,5,3255.8
안성휴게소(부산),2,5,41,2,5,86.73,4,2105.5
안성휴게소(부산),2,6,51,2,4,150.97,6,2521.7
안성휴게소(부산),2,7,64,2,3,229.87,7,3078.5
안성휴게소(부산),2,8,119,7,6,465.46,27,5466.57
안성휴게소(부산),2,9,156,6,4,775.95,30,4613.93
안성휴게소(부산),2,10,160,3,2,720.19,14,3718.53
안성휴게소(부산),2,11,165,2,1,562.47,7,6864.3
안성휴게소(부산),2,12,126,2,2,623.67,10,5466.5
안성휴게소(부산),2,13,107,4,4,490.07,18,5939
안성휴게소(부산),2,14,82,1,1,442.71,5,5506.8
안성휴게소(부산),2,15,101,2,2,495.57,10,6154
안성휴게소(부산),2,16,156,1,1,584.93,4,11689.6
안성휴게소(부산),2,17,147,2,1,488.56,7,4750.6
안성휴게소(부산),2,18,163,5,3,547.24,17,945.28
안성휴게소(부산),2,19,113,2,2,462.84,8,1882.5
안성휴게소(부산),2,20,117,3,3,434.57,11,2576
안성휴게소(부산),2,21,114,0,0,401.52,0,0
안성휴게소(부산),2,22,90,3,3,235.06,8,1430.07
안성휴게소(부산),2,23,41,0,0,172.42,0,0
안성휴게소(부산),2,24,46,0,0,105.81,0,0
안성휴게소(부산),3,1,131,1,1,206.11,2,1829
안성휴게소(부산),3,2,88,5,6,254.41,14,2313.68
안성휴게소(부산),3,3,109,6,6,280.39,15,5346.63
안성휴게소(부산),3,4,49,1,2,175.01,4,61.8
안성휴게소(부산),3,5,84,3,4,288.4,10,3214
안성휴게소(부산),3,6,116,3,3,360.96,9,8891.33
안성휴게소(부산),3,7,121,9,7,432.3,32,4701.2
안성휴게소(부산),3,8,93,11,12,389.4,46,5299.44
안성휴게소(부산),3,9,77,6,8,383.99,30,7211.93
안성휴게소(부산),3,10,99,4,4,596.93,24,4077.5
안성휴게소(부산),3,11,125,5,4,730.35,29,998.84
안성휴게소(부산),3,12,137,5,4,758.61,28,4904.96
안성휴게소(부산),3,13,110,9,8,901.89,74,6226.29
안성휴게소(부산),3,14,101,9,9,677.25,60,6308.38
안성휴게소(부산),3,15,113,7,6,716.56,44,6372.57
안성휴게소(부산),3,16,109,7,6,712.35,46,7553.06
안성휴게소(부산),3,17,118,9,8,718.32,55,5022.6
안성휴게소(부산),3,18,91,4,4,646.64,28,5635.4
안성휴게소(부산),3,19,73,6,8,466.11,38,5629.9
안성휴게소(부산),3,20,56,1,2,429.89,8,432.2
안성휴게소(부산),3,21,115,3,3,514.96,13,2284.4
안성휴게소(부산),3,22,132,1,1,667.15,5,1365.4
안성휴게소(부산),3,23,148,9,6,694.3,42,2106.42
안성휴게소(부산),3,24,118,4,3,138.56,5,259
이천휴게소(하남),1,1,80,3,4,75.19,3,266.13
이천휴게소(하남),1,2,59,2,3,72.12,2,61
이천휴게소(하남),1,3,29,3,10,48.65,5,742.6
이천휴게소(하남),1,4,17,2,12,40.9,5,131.7
이천휴게소(하남),1,5,26,0,0,67.47,0,0
이천휴게소(하남),1,6,64,5,8,107.95,8,658.36
이천휴게소(하남),1,7,112,9,8,300.9,24,525.13
이천휴게소(하남),1,8,152,16,11,423.32,45,1835.5
이천휴게소(하남),1,9,202,15,7,565.75,42,1988.01
이천휴게소(하남),1,10,227,20,9,628.18,55,2079.13
이천휴게소(하남),1,11,303,23,8,761.21,58,1923.05
이천휴게소(하남),1,12,290,21,7,715.83,52,2125.85
이천휴게소(하남),1,13,383,33,9,778.17,67,3039.62
이천휴게소(하남),1,14,451,38,8,911,77,2757.79
이천휴게소(하남),1,15,514,36,7,940.29,66,2589.12
이천휴게소(하남),1,16,513,39,8,1106.46,84,1195.05
이천휴게소(하남),1,17,652,48,7,1266.83,93,1258.08
이천휴게소(하남),1,18,527,28,5,1190.78,63,1712.56
이천휴게소(하남),1,19,665,30,5,1377.68,62,880.99
이천휴게소(하남),1,20,728,42,6,1218.47,70,1168.2
이천휴게소(하남),1,21,373,19,5,819.47,42,996.26
이천휴게소(하남),1,22,274,5,2,597.47,11,1124.88
이천휴게소(하남),1,23,240,9,4,474.52,18,538.24
이천휴게소(하남),1,24,118,2,2,252.63,4,689.2
이천휴게소(하남),2,1,3,0,0,4,0,0
이천휴게소(하남),2,2,4,0,0,0,0,0
이천휴게소(하남),2,3,4,0,0,4.24,0,0
이천휴게소(하남),2,4,4,0,0,4.32,0,0
이천휴게소(하남),2,5,16,3,19,8.35,2,5662.32
이천휴게소(하남),2,6,27,6,22,37.44,8,2169.13
이천휴게소(하남),2,7,36,12,33,95.56,32,2856.88
이천휴게소(하남),2,8,34,5,15,85.68,13,1706.6
이천휴게소(하남),2,9,33,1,3,95.93,3,2742.4
이천휴게소(하남),2,10,45,5,11,110.16,12,1948.44
이천휴게소(하남),2,11,44,5,11,108.63,12,2727.56
이천휴게소(하남),2,12,45,5,11,114.24,13,5414.76
이천휴게소(하남),2,13,32,6,19,78.09,15,2362.27
이천휴게소(하남),2,14,30,4,13,70.98,9,1738.45
이천휴게소(하남),2,15,34,1,3,88.51,3,13256.8
이천휴게소(하남),2,16,28,1,4,65.23,2,461.6
이천휴게소(하남),2,17,26,0,0,60.88,0,0
이천휴게소(하남),2,18,31,3,10,57.47,6,2711.6
이천휴게소(하남),2,19,26,2,8,53.8,4,3262.1
이천휴게소(하남),2,20,38,3,8,76.39,6,4498.93
이천휴게소(하남),2,21,30,0,0,46.35,0,0
이천휴게소(하남),2,22,28,0,0,45.94,0,0
이천휴게소(하남),2,23,12,1,8,19.72,2,545
이천휴게소(하남),2,24,8,0,0,9.92,0,0
이천휴게소(하남),3,1,63,4,6,28,2,345.4
이천휴게소(하남),3,2,50,4,8,36.73,3,3602.9
이천휴게소(하남),3,3,39,4,10,49.17,5,10878.6
이천휴게소(하남),3,4,51,3,6,58.38,3,5230.6
이천휴게소(하남),3,5,60,3,5,88.86,4,3038.33
이천휴게소(하남),3,6,78,6,8,162.18,12,2492.9
이천휴게소(하남),3,7,82,5,6,180.35,11,2454.76
이천휴게소(하남),3,8,99,8,8,190.72,15,1985.97
이천휴게소(하남),3,9,54,2,4,176.69,7,1679.2
이천휴게소(하남),3,10,80,6,8,192.51,14,1740.7
이천휴게소(하남),3,11,68,10,15,185.44,27,3590.08
이천휴게소(하남),3,12,64,9,14,177.43,25,1352.78
이천휴게소(하남),3,13,65,7,11,173.4,19,2889.51
이천휴게소(하남),3,14,62,4,6,163.67,11,4301.7
이천휴게소(하남),3,15,48,6,13,146.29,18,1662.63
이천휴게소(하남),3,16,50,5,10,160.57,16,1574.44
이천휴게소(하남),3,17,42,1,2,117.8,3,1916.6
이천휴게소(하남),3,18,33,3,9,105.48,10,4765.53
이천휴게소(하남),3,19,31,1,3,112.92,4,3280.4
이천휴게소(하남),3,20,49,2,4,112.95,5,1664.6
이천휴게소(하남),3,21,31,2,6,98.7,6,5894.2
이천휴게소(하남),3,22,43,3,7,112.17,8,2293.07
이천휴게소(하남),3,23,46,2,4,112.97,5,2225.3
이천휴게소(하남),3,24,47,0,0,101.89,0,0
이천휴게소(통영),1,1,30,6,20,109.06,22,339.07
이천휴게소(통영),1,2,21,5,24,97.65,23,509.36
이천휴게소(통영),1,3,11,1,9,60.81,6,249.6
이천휴게소(통영),1,4,18,3,17,79.84,13,192.07
이천휴게소(통영),1,5,35,5,14,139.43,20,2324.96
이천휴게소(통영),1,6,203,21,10,753.78,78,709.37
이천휴게소(통영),1,7,383,44,11,1395.09,160,665.3
이천휴게소(통영),1,8,458,56,12,1890.69,231,961.26
이천휴게소(통영),1,9,400,65,16,1820.32,296,931.38
이천휴게소(통영),1,10,497,73,15,1891.84,278,952.82
이천휴게소(통영),1,11,646,85,13,2212.77,291,872.5
이천휴게소(통영),1,12,478,71,15,1969.68,293,1295.3
이천휴게소(통영),1,13,408,71,17,1549.72,270,1302.42
이천휴게소(통영),1,14,342,52,15,1290.71,196,1277.28
이천휴게소(통영),1,15,321,49,15,1215.35,186,770.5
이천휴게소(통영),1,16,307,32,10,1158.05,121,750.38
이천휴게소(통영),1,17,307,41,13,1220.59,163,723.93
이천휴게소(통영),1,18,344,37,11,1035.48,111,598.49
이천휴게소(통영),1,19,229,27,12,860.7,101,1249
이천휴게소(통영),1,20,204,21,10,686.26,71,789.27
이천휴게소(통영),1,21,130,17,13,458.66,60,528.71
이천휴게소(통영),1,22,113,10,9,413.61,37,711.42
이천휴게소(통영),1,23,76,7,9,322.67,30,333.03
이천휴게소(통영),1,24,43,4,9,147.08,14,401.7
이천휴게소(통영),2,1,14,0,0,13.62,0,0
이천휴게소(통영),2,2,5,0,0,15.29,0,0
이천휴게소(통영),2,3,14,1,7,21.71,2,10904.24
이천휴게소(통영),2,4,17,0,0,22.14,0,0
이천휴게소(통영),2,5,14,0,0,27,0,0
이천휴게소(통영),2,6,40,5,13,59.23,7,819
